1	1	200	175	0	0	0	0	225	58	0	0	0	0
2	1	180	75	0	0	0	0	419	37	0	0	0	0
3	1	220	250	0	0	0	0	102	53	0	0	0	0
4	1	200	200	0	0	0	0	230	52	0	0	0	0
5	1	225	230	0	0	0	0	40	172	0	0	0	0
6	1	205	260	0	0	0	0	240	75	0	0	0	0
7	1	230	260	0	0	0	0	380	170	0	0	0	0
8	1	220	200	0	0	0	0	265	61	0	0	0	0
9	1	250	160	0	0	0	0	172	78	0	0	0	0
10	1	250	200	0	0	0	0	400	150	0	0	0	0
11	1	240	190	0	0	0	0	143	155	0	0	0	0
12	1	220	200	0	0	0	0	290	153	0	0	0	0
13	1	200	175	0	0	0	0	225	58	0	0	0	0
14	1	180	75	0	0	0	0	400	35	0	0	0	0
15	1	220	250	0	0	0	0	125	35	0	0	0	0
16	1	200	200	0	0	0	0	200	50	0	0	0	0
17	1	225	230	0	0	0	0	40	130	0	0	0	0
18	1	205	260	0	0	0	0	240	100	0	0	0	0
19	1	230	260	0	0	0	0	400	120	0	0	0	0
20	1	220	200	0	0	0	0	300	58	0	0	0	0
21	1	250	160	0	0	0	0	150	40	0	0	0	0
22	1	250	200	0	0	0	0	400	150	0	0	0	0
23	1	240	190	0	0	0	0	160	120	0	0	0	0
24	1	220	200	0	0	0	0	300	130	0	0	0	0
25	0	0	0	0	0	0	0	400	58	-0.5	0	0	0
26	0	0	0	0	0	0	0	225	35	0.4	0	0	0
27	0	0	0	0	0	0	0	42	35	0.2	0	0	0
28	0	0	0	0	0	0	0	40	140	0.4	-0.3	0	0
29	0	0	0	0	0	0	0	235	60	-0.6	0.2	0	0
30	0	0	0	0	0	0	0	30	250	0.5	-0.5	0	0
31	0	0	0	0	0	0	0	30	70	1	0.2	0	0
32	0	0	0	0	0	0	0	150	58	0.4	0	0	0
33	0	0	0	0	0	0	0	400	40	-0.7	0	0	0
34	0	0	0	0	0	0	0	250	50	0.5	0.3	0	0
35	0	0	0	0	0	0	0	100	58	0.2	0.2	0	0
36	0	0	0	0	0	0	0	400	30	-0.4	0.4	0	0
37	1	400	175	-0.8	0	0	0	225	58	0	0	0	0
38	1	400	250	-0.6	-0.6	0	0	400	35	0	0	0	0
39	1	40	250	0.9	0	0	0	42	35	0.2	0	0	0
40	1	400	40	-0.9	0.7	0	0	200	50	0	0	0	0
41	1	35	260	1	-0.2	0	0	40	130	0	0	0	0
42	1	370	260	-1	0	0	0	30	250	0.5	-0.5	0	0
43	1	400	260	-1	-0.1	0	0	30	70	1	0.2	0	0
44	1	400	40	-0.7	0.7	0	0	150	58	0.4	0	0	0
45	1	40	40	0.8	0.5	0	0	400	40	-0.7	0	0	0
46	1	400	260	-0.7	-0.3	0	0	400	150	0	0	0	0
47	1	30	260	0.8	-0.4	0	0	100	58	0.2	0.2	0	0
48	1	400	260	-0.7	-0.3	0	0	400	30	-0.4	0.4	0	0
